year	municipality	id08	treated	_ID	_CX	_CY	PRO_COM	SHAPE_LEN	SHAPE_AREA
2008.0	"ABANO TERME"	1	0.0	4452	718771.7504371237	5026589.2115411395	28001	23907.9391511	2.14080617379E7
2008.0	"ABBADIA CERRETO"	2	1.0	3869	546382.7707051025	5017910.749085668	98001	16828.1476413	6198571.90765
2008.0	"ABBADIA LARIANA"	3	0.0	1549	527773.8945504549	5082758.16348347	97001	22400.4334118	1.66724470306E7
2008.0	"ABBADIA SAN SALVATORE"	4	0.0	1933	719163.9969651577	4751441.841766223	52001	39788.0694287	5.89932736343E7
2008.0	"ABBASANTA"	5	1.0	8071	480399.9674993794	4443346.1105243815	95001	28620.3293844	3.98468895536E7
2008.0	"ABBATEGGIO"	6	1.0	6137	914656.4438745353	4684700.578598256	68001	28773.5797032	1.54013671364E7
2008.0	"ABBIATEGRASSO"	7	0.0	2392	491815.33137269336	5025370.228149939	15002	47331.8135501	4.77776334288E7
2008.0	"ABETONE"	8	1.0	5303	633354.0593752223	4888066.805598516	47001	26385.0610121	3.09968358573E7
2008.0	"ABRIOLA"	9	1.0	7210	1075633.8059134579	4507563.788215392	76001	50894.5525785	9.71893765272E7
2008.0	"ACATE"	10	0.0	7675	984335.7239566934	4110019.2760298206	88001	61854.6690519	1.02468412148E8
2008.0	"ACCADIA"	11	1.0	870	1030932.8855317399	4578209.834403328	71001	27026.4757432	3.07358838879E7
2008.0	"ACCEGLIO"	12	1.0	324	337038.3167862893	4928037.267381499	4001	57487.9959255	1.51527583762E8
2008.0	"ACCETTURA"	13	1.0	7205	1106309.8006231955	4506921.130821825	77001	48980.3937836	9.03667845788E7
2008.0	"ACCIANO"	14	1.0	5971	888669.5765180256	4681925.166503297	66001	28822.3362872	3.22232337224E7
2008.0	"ACCUMOLI"	15	1.0	6008	847662.0021951712	4735736.7639368195	57001	54068.3960711	8.73430152849E7
2008.0	"ACERENZA"	16	1.0	7188	1086289.319690272	4540101.03684946	76002	58856.3752738	7.76421995999E7
2008.0	"ACERNO"	17	1.0	6961	1012185.3671761712	4527780.532445699	65001	39152.9346533	7.24968197134E7
2008.0	"ACERRA"	18	0.0	6205	953422.1816879308	4548952.740671556	63001	38230.8031458	5.47117243956E7
2008.0	"ACI BONACCORSI"	19	1.0	7619	1039476.2506173712	4178515.0458077663	87001	6429.94720899	1724234.19049
2008.0	"ACI CASTELLO"	20	0.0	7620	1042526.861389486	4174327.3505059793	87002	21421.0196088	8705826.38391
2008.0	"ACI CATENA"	21	0.0	7627	1042596.2945997075	4177597.805121356	87003	18053.4725421	8521856.37635
2008.0	"ACI SANT'ANTONIO"	22	0.0	7639	1040106.2300317824	4181761.3923559864	87005	20245.067225	1.43333226071E7
2008.0	"ACIREALE"	23	0.0	7633	1043842.8323094341	4183134.7358329743	87004	41467.3174645	4.04413310176E7
2008.0	"ACQUAFONDATA"	24	1.0	5705	914963.0513982023	4611885.599903311	60001	26578.3343358	2.53173515718E7
2008.0	"ACQUAFORMOSA"	25	1.0	7295	1107668.7480115418	4421338.245510507	78001	25923.542422	2.27052176849E7
2008.0	"ACQUAFREDDA"	26	1.0	2999	610405.0469318356	5017970.66808561	17001	15015.2963875	9546276.54233
2008.0	"ACQUANEGRA CREMONESE"	27	1.0	2989	570004.47627802	5002771.788361677	19001	19541.4296868	9216102.78326
2008.0	"ACQUANEGRA SUL CHIESE"	28	1.0	3071	614328.2048528589	5001429.717700858	20001	36125.6973286	2.80141546793E7
2008.0	"ACQUAPENDENTE"	29	0.0	5382	736218.6462652958	4738480.662890722	56001	59963.122118	1.31602217239E8
2008.0	"ACQUAPPESA"	30	1.0	7296	1101589.8570408765	4395014.468723022	78002	24794.0025422	1.44536396593E7
2008.0	"ACQUARO"	31	1.0	7241	1128232.7543180434	4289784.736343888	102001	28430.6420694	2.52495197776E7
2008.0	"ACQUASANTA TERME"	32	0.0	4771	860669.5945337192	4743606.788696024	44001	70972.153532	1.38391358664E8
2008.0	"ACQUASPARTA"	33	0.0	2416	791315.8047367921	4732535.633787167	55001	59479.8566998	8.16057650927E7
2008.0	"ACQUAVIVA COLLECROCE"	34	1.0	5546	978506.3188474047	4650613.279401931	70001	29801.5000862	2.85993029501E7
2008.0	"ACQUAVIVA D'ISERNIA"	35	1.0	5425	927907.4997540667	4627013.280876185	94001	20469.3480754	1.35138652946E7
2008.0	"ACQUAVIVA DELLE FONTI"	36	0.0	6972	1160953.8261570528	4555282.050606276	72001	108307.926258	1.32024155824E8
2008.0	"ACQUAVIVA PICENA"	37	1.0	4772	891933.9534692153	4765381.995122643	44002	27928.4973611	2.10623802557E7
2008.0	"ACQUAVIVA PLATANI"	38	1.0	7415	914926.262983377	4168069.6648485353	85001	21537.3882215	1.4633322585E7
2008.0	"ACQUEDOLCI"	39	0.0	7405	990075.1382190452	4226018.0479009	83107	21485.1121744	1.29304252239E7
2008.0	"ACQUI TERME"	40	0.0	1341	457502.6228319973	4947647.967037141	6001	34615.2904656	3.32967468847E7
2008.0	"ACRI"	41	0.0	7311	1139086.4907343069	4398076.615053578	78003	101900.304992	2.00627332505E8
2008.0	"ACUTO"	42	1.0	5706	846919.927619181	4635138.812670636	60002	17970.4507574	1.34662159618E7
2008.0	"ADELFIA"	43	0.0	6939	1162277.8316669993	4567751.7205330385	72002	29624.5849556	2.98139440926E7
2008.0	"ADRANO"	44	0.0	7640	1016595.7419533111	4188113.469969695	87006	53661.850722	8.32207908422E7
2008.0	"ADRARA SAN MARTINO"	45	1.0	2833	574350.6944416175	5062279.674640488	16001	27203.7647058	1.26055384426E7
2008.0	"ADRARA SAN ROCCO"	46	1.0	2824	575679.0423993171	5064064.575165246	16002	16742.659553	9224907.91045
2008.0	"ADRIA"	47	0.0	4411	739775.1433402427	4993781.887616923	29001	67744.1762883	1.13388298262E8
2008.0	"ADRO"	48	0.0	3000	575334.8392215946	5052247.200001624	17002	24242.629004	1.42894983349E7
2008.0	"AFFI"	49	1.0	3593	638669.999925021	5046342.540673298	23001	16409.8118795	9881360.86727
2008.0	"AFFILE"	50	1.0	5717	838737.849168417	4645959.012708751	58001	18353.4833266	1.51122851056E7
2008.0	"AFRAGOLA"	51	0.0	6206	948531.3424177803	4544223.913669238	63002	25020.6122304	1.79105937695E7
2008.0	"AFRICO"	52	0.0	6719	1112447.6310237946	4236946.938638585	80001	66951.8709747	5.3896123462E7
2008.0	"AGAZZANO"	53	1.0	4947	539582.2337991623	4979451.965832975	33001	30609.0306296	3.61450304109E7
2008.0	"AGEROLA"	54	0.0	6240	968864.5606952579	4513700.742735876	63003	26888.4803093	1.98315908453E7
2008.0	"AGGIUS"	55	1.0	7985	502333.94851350784	4535161.717942677	104001	59122.459216	8.63046015113E7
2008.0	"AGIRA"	56	0.0	7607	989829.4561826445	4176159.5157336933	86001	93330.866943	1.64080714439E8
2008.0	"AGLIANA"	57	0.0	5304	660710.3136126748	4862232.168865918	47002	15439.5982206	1.16791991818E7
2008.0	"AGLIANO TERME"	58	1.0	1217	440412.60990991216	4959607.020212932	5001	17516.4991493	1.54484824908E7
2008.0	"AGLIE'"	59	1.0	732	404137.44779503194	5024326.920140618	1001	18035.5378369	1.31462208128E7
2008.0	"AGLIENTU"	60	1.0	8001	509071.7375050367	4549409.978154694	104002	83903.6098801	1.48189945722E8
2008.0	"AGNA"	61	1.0	4453	733003.2242969372	5006703.993525901	28002	26460.2765149	1.88041414961E7
2008.0	"AGNADELLO"	62	1.0	2990	543726.4843573736	5032305.801890815	19002	18789.7967364	1.20774789546E7
2008.0	"AGNANA CALABRA"	63	1.0	6720	1132536.5464753443	4264599.057866025	80002	13838.3626916	8487247.88589
2008.0	"AGNONE"	64	0.0	5516	945378.7895054086	4641589.97541362	94002	65850.1380808	9.6848884861E7
2008.0	"AGNOSINE"	65	1.0	3057	605174.1035723394	5055258.879964787	17003	16789.3835763	1.35546321444E7
2008.0	"AGORDO"	66	0.0	3756	734682.2020490002	5132224.253354104	25001	27742.4847365	2.37424844849E7
2008.0	"AGOSTA"	67	1.0	5718	834729.306526258	4655385.748931734	58002	16672.8236214	9499714.2808
2008.0	"AGRA"	68	1.0	540	481803.11855032435	5098114.118196952	12001	7306.40805384	2795330.70497
2008.0	"AGRATE BRIANZA"	69	0.0	1583	528014.6356151912	5046888.911249914	108001	28299.522956	1.12176438251E7
2008.0	"AGRATE CONTURBIA"	70	1.0	294	466469.14500516694	5057067.124281509	3001	21629.8039921	1.45364134534E7
2008.0	"AGRIGENTO"	71	0.0	7427	904692.6193733473	4140395.162281432	84001	152066.059082	2.4531650341E8
2008.0	"AGROPOLI"	72	0.0	6962	1010392.3293704679	4484095.758724125	65002	34093.8530775	3.27664505779E7
2008.0	"AGUGLIANO"	73	1.0	4744	852561.0326198101	4831656.316110368	42001	24067.5868422	2.18901033506E7
2008.0	"AGUGLIARO"	74	1.0	4235	702230.7769995446	5022246.9337692475	24001	19800.90427	1.46954173342E7
2008.0	"AICURZIO"	75	1.0	1584	532468.7341693008	5054456.866986587	108002	10985.4291893	2467636.33953
2008.0	"AIDOMAGGIORE"	76	1.0	8076	486949.31546570134	4447631.554413611	95002	34697.0354775	4.12051203779E7
2008.0	"AIDONE"	77	0.0	7610	986645.5265444797	4155786.225235046	86002	94543.302626	2.10775883093E8
2008.0	"AIELLI"	78	1.0	5972	879065.3639542315	4668302.504150651	66002	41810.9406161	3.75166045768E7
2008.0	"AIELLO CALABRO"	79	1.0	7165	1120598.0702965038	4353980.026010121	78004	41308.0766232	3.85058827635E7
2008.0	"AIELLO DEL FRIULI"	80	1.0	4525	837895.3793223017	5089078.122961209	30001	18493.3347235	1.33472952533E7
2008.0	"AIELLO DEL SABATO"	81	1.0	1981	989919.4836393564	4541756.81100826	64001	15118.2460267	1.08723364725E7
2008.0	"AIETA"	82	1.0	7149	1085336.8901742187	4440940.935427805	78005	35308.1994709	4.82951692729E7
2008.0	"AILANO"	83	1.0	5464	934083.2731440065	4594387.732560225	61001	22685.635736	1.60556047104E7
2008.0	"AILOCHE"	84	1.0	2816	437768.67532843875	5062973.605466759	96001	25075.5662287	1.07826325457E7
2008.0	"AIRASCA"	85	1.0	740	380324.10000900406	4975381.991308559	1002	18408.9583627	1.57392977912E7
2008.0	"AIROLA"	86	0.0	5857	967656.506298143	4560078.488624533	62001	20650.0624857	1.4897164087E7
2008.0	"AIROLE"	87	1.0	4685	384459.7679846825	4858764.013521789	8001	23038.0786529	1.46268128395E7
2008.0	"AIRUNO"	88	1.0	1595	532771.9567332909	5066920.624263148	97002	11494.6766227	4285926.42031
2008.0	"AISONE"	89	1.0	239	358108.2253410517	4905366.276145783	4002	34900.1549929	3.69172707135E7
2008.0	"ALA"	90	0.0	3483	658674.5488825343	5068068.732080237	22001	71780.1919667	1.19855005938E8
2008.0	"ALA DI STURA"	91	1.0	613	365344.5127345683	5018472.142829786	1003	31833.8922762	4.63315150959E7
2008.0	"ALA' DEI SARDI"	92	1.0	7979	528994.1130154779	4503163.413898713	104003	75162.6313794	1.97989216169E8
2008.0	"ALAGNA"	93	1.0	3285	491482.7087279289	5001459.382540484	18001	18857.6083094	8344163.42623
2008.0	"ALANNO"	94	1.0	6018	911089.6812541776	4694130.172113222	68002	27086.2125943	3.25275033717E7
2008.0	"ALANO DI PIAVE"	95	1.0	3795	723841.0859532082	5087863.559720309	25002	28990.9859002	3.65210314301E7
2008.0	"ALASSIO"	96	0.0	4651	432767.7310478669	4874200.883615391	9001	25306.364691	1.72476304178E7
2008.0	"ALATRI"	97	0.0	5757	862689.2230706698	4628774.2056640955	60003	68282.3102777	9.69573183128E7
2008.0	"ALBA"	98	0.0	247	423198.0173730937	4948732.689839759	4003	59286.6023685	5.35853335753E7
2008.0	"ALBA ADRIATICA"	99	0.0	5804	901195.25294357	4752790.552346898	67001	20999.2043974	9596443.89357
2008.0	"ALBAGIARA"	100	1.0	8077	489187.6772728779	4405677.037986485	95003	19202.2281777	8867345.88482
2008.0	"ALBAIRATE"	101	1.0	2393	495733.6494031649	5029826.806656515	15005	24430.1491148	1.49817320507E7
2008.0	"ALBANELLA"	102	0.0	6838	1016817.0826678498	4500334.238998902	65003	38366.6339054	4.02302311629E7
2008.0	"ALBANO DI LUCANIA"	103	1.0	7189	1095544.5284111954	4518490.664645979	76003	43931.8914282	5.58734893048E7
2008.0	"ALBANO LAZIALE"	104	0.0	6038	802249.0399865122	4623994.421031762	58003	44861.4608665	2.38081854285E7
2008.0	"ALBANO SANT'ALESSANDRO"	105	0.0	2673	560332.2655912107	5059772.088227905	16003	13487.8130285	5352764.59959
2008.0	"ALBANO VERCELLESE"	106	1.0	158	451587.7275364462	5030408.534036719	2003	24589.843462	1.37804082903E7
2008.0	"ALBAREDO ARNABOLDI"	107	1.0	3290	519060.2014868968	4995700.881078436	18002	18802.1827027	8756966.09486
2008.0	"ALBAREDO D'ADIGE"	108	0.0	3574	679684.4690513398	5018618.352393599	23002	27907.6586056	2.82532065622E7
2008.0	"ALBAREDO PER SAN MARCO"	109	1.0	2814	547937.9458003528	5103136.718970345	14001	20180.9651046	1.896037184E7
2008.0	"ALBARETO"	110	1.0	5030	555741.017374422	4920363.47901466	34001	58970.0730779	1.04103335582E8
2008.0	"ALBARETTO DELLA TORRE"	111	1.0	433	425506.7698524791	4938712.06090233	4004	12273.2684213	4589931.31667
2008.0	"ALBAVILLA"	112	0.0	2194	514404.7501461144	5072902.085481253	13003	21533.9708236	1.03792143103E7
2008.0	"ALBENGA"	113	0.0	4673	434651.0707597173	4879271.879684722	9002	40678.0984058	3.65751457291E7
2008.0	"ALBERA LIGURE"	114	1.0	1288	508199.6516121753	4950521.748642756	6002	23665.5417997	2.12297787579E7
2008.0	"ALBEROBELLO"	115	0.0	6945	1195299.847366727	4549041.600989571	72003	42171.8295662	4.08231980172E7
2008.0	"ALBERONA"	116	1.0	796	1013772.075600236	4605423.536641367	71002	45260.0173144	4.97469452078E7
2008.0	"ALBESE CON CASSANO"	117	0.0	2195	512725.6999327114	5072811.669187913	13004	17676.3936759	7950564.76382
2008.0	"ALBETTONE"	118	1.0	4236	703379.3111030549	5026133.13406806	24002	22194.6648082	2.02105766574E7
2008.0	"ALBI"	119	1.0	6564	1158236.8297259207	4349415.3693455355	79002	46163.5411693	2.96367536155E7
2008.0	"ALBIANO"	120	1.0	3496	668756.358761757	5112124.688881991	22002	13195.3616914	9964248.4512
2008.0	"ALBIANO D'IVREA"	121	1.0	674	417395.74026575283	5031462.757400433	1004	18904.0416716	1.17313993163E7
2008.0	"ALBIATE"	122	0.0	1585	519445.4056436415	5055714.664128133	108003	12512.7764236	2863128.53929
2008.0	"ALBIDONA"	123	1.0	7158	1140184.811623125	4446372.016142394	78006	41429.3622095	6.46690180901E7
2008.0	"ALBIGNASEGO"	124	0.0	4454	724659.963503502	5025470.18073358	28003	27737.6780603	2.1155260663E7
2008.0	"ALBINEA"	125	0.0	5019	627988.8988708479	4940760.3169405805	35001	30922.8501787	4.38883109995E7
2008.0	"ALBINO"	126	0.0	2728	563955.6828024936	5067524.799166149	16004	31608.9211511	3.18093747479E7
2008.0	"ALBIOLO"	127	1.0	2196	495487.285165969	5072453.097277574	13005	7461.23462526	2838628.55184
2008.0	"ALBISOLA SUPERIORE"	128	0.0	4696	457743.2709100735	4912326.759267216	9004	29753.0985924	2.86770754661E7
2008.0	"ALBISSOLA MARINA"	129	0.0	4626	459576.42324054544	4908927.609889863	9003	9805.8715196	3245743.52884
2008.0	"ALBIZZATE"	130	0.0	541	484468.04506002914	5063635.198132438	12002	10407.5419721	3882066.96339
2008.0	"ALBONESE"	131	1.0	3299	477024.10344240477	5015171.854836158	18003	9423.18162473	4327925.4412
2008.0	"ALBOSAGGIA"	132	0.0	2815	566406.1334662194	5108390.652772937	14002	33804.0901314	3.43463598319E7
2008.0	"ALBUGNANO"	133	1.0	1218	419385.20606974256	4992381.706479258	5002	14492.5586767	9539888.62631
2008.0	"ALBUZZANO"	134	1.0	3300	521263.94958037476	5003923.283586511	18004	23465.4243653	1.54487503595E7
2008.0	"ALCAMO"	135	0.0	7683	849166.4619087974	4209257.341650958	81001	68025.2796132	1.30893156983E8
2008.0	"ALCARA LI FUSI"	136	1.0	7580	1001468.7676380575	4219913.61754033	83001	42181.5777155	6.2934597162E7
2008.0	"ALDENO"	137	1.0	3497	662117.1458419	5092978.253826962	22003	15570.6679083	8970431.96353
2008.0	"ALDINO"	138	1.0	3954	684032.7412703447	5136775.580682076	21001	41007.1582921	6.26899236711E7
2008.0	"ALES"	139	1.0	8078	483274.3171541716	4402695.758671042	95004	29507.3960968	2.24519741825E7
2008.0	"ALESSANDRIA"	140	0.0	1324	471934.9720009926	4972912.015667989	6003	94027.5240836	2.0356565788E8
2008.0	"ALESSANDRIA DEL CARRETTO"	141	1.0	7164	1131611.086309783	4450114.571625819	78007	38673.6018419	4.11120024568E7
2008.0	"ALESSANDRIA DELLA ROCCA"	142	1.0	7428	894454.5882819024	4164782.4741058466	84002	41443.3092726	6.22395135412E7
2008.0	"ALESSANO"	143	0.0	7093	1297952.817077809	4457544.220735775	75002	39110.0333406	2.86922606392E7
2008.0	"ALEZIO"	144	0.0	7074	1273340.1924526743	4472595.782181447	75003	20869.651918	1.67893650151E7
2008.0	"ALFANO"	145	1.0	6839	1047457.7558477116	4467201.187162052	65004	14504.7327316	4822180.18308
2008.0	"ALFEDENA"	146	1.0	6007	916790.1395564311	4630340.037833876	66003	38458.7985734	3.99500275866E7
2008.0	"ALFIANELLO"	147	1.0	3058	590203.3568833809	5013200.432953439	17004	21829.3366885	1.37523477372E7
2008.0	"ALFIANO NATTA"	148	1.0	1348	437652.5999414168	4987797.163665874	6004	22438.5944408	1.31588499311E7
2008.0	"ALFONSINE"	149	0.0	1110	738579.0179696024	4936764.204818484	39001	59575.4628734	1.06790517632E8
2008.0	"ALGHERO"	150	0.0	7730	440692.3307725376	4494588.803975058	90003	142882.245538	2.25411315129E8
2008.0	"ALGUA"	151	1.0	2945	556759.1911441152	5074117.000014609	16248	20253.8162603	8323241.05757
2008.0	"ALI'"	152	1.0	7487	1062176.253503917	4230077.062608783	83002	23570.5540485	1.5938614938E7
2008.0	"ALI' TERME"	153	1.0	7488	1064150.7130741908	4226922.295588823	83003	16372.537012	6274417.08545
2008.0	"ALIA"	154	1.0	7499	916956.7043736564	4190104.6908825813	82001	42890.3335072	4.59747924864E7
2008.0	"ALIANO"	155	1.0	7000	1116659.6086467633	4486975.3098113425	77002	46148.5751654	9.84080938111E7
2008.0	"ALICE BEL COLLE"	156	1.0	1255	456686.5332663682	4952384.288660348	6005	23547.8604437	1.22134502724E7
2008.0	"ALICE CASTELLO"	157	1.0	159	428379.9653533221	5024431.233914592	2004	24342.9804405	2.45649826194E7
2008.0	"ALIFE"	158	0.0	5494	946464.2118671696	4588395.603292469	61002	44555.5219035	6.43171769788E7
2008.0	"ALIMENA"	159	1.0	7506	951815.8751715855	4182256.1892945254	82002	57440.1768718	5.96975401809E7
2008.0	"ALIMINUSA"	160	1.0	7507	920661.3009755973	4201147.134374985	82003	20440.3259866	1.36805534786E7
2008.0	"ALLAI"	161	1.0	8021	487710.7906747285	4422126.92054648	95005	22319.3591906	2.73604359482E7
2008.0	"ALLEGHE"	162	1.0	3796	733415.9234510731	5143433.812659721	25003	32029.0450523	2.97145363055E7
2008.0	"ALLEIN"	163	1.0	968	365924.5964249956	5075056.191350021	7001	13369.4616541	7963961.28388
2008.0	"ALLERONA"	164	1.0	2417	742730.2504745506	4744257.327824354	55002	50127.791013	8.26126943596E7
2008.0	"ALLISTE"	165	0.0	7110	1277045.7387655124	4459930.933682009	75004	26353.4882861	2.35297773736E7
2008.0	"ALLUMIERE"	166	0.0	6068	739265.6167200822	4669506.8590881415	58004	59142.473364	9.21658868043E7
2008.0	"ALLUVIONI CAMBIO'"	167	1.0	1318	482323.9285894157	4982258.003307428	6006	30685.3455871	9138206.84546
2008.0	"ALME'"	168	0.0	2716	547813.4944140933	5065120.1270120805	16005	6650.59573618	2000294.2348
2008.0	"ALMENNO SAN BARTOLOMEO"	169	0.0	2578	544088.0808560399	5066424.28101609	16006	16854.2149571	1.06064239365E7
2008.0	"ALMENNO SAN SALVATORE"	170	0.0	2590	546029.6630705394	5066689.5888178395	16007	11221.1485977	4730482.18152
2008.0	"ALMESE"	171	0.0	676	375721.50040291867	4997293.64606621	1006	17058.4393217	1.7875637796E7
2008.0	"ALONTE"	172	1.0	4237	690519.9769596959	5026088.014905099	24003	15758.6788174	1.11451550547E7
2008.0	"ALPETTE"	173	1.0	701	388609.91023054486	5029096.061623497	1007	9795.56235158	5626075.9076
2008.0	"ALPIGNANO"	174	0.0	710	383325.10039123637	4995234.834510834	1008	17986.559665	1.19192818212E7
2008.0	"ALSENO"	175	1.0	4864	576005.2970751859	4970882.027126254	33002	44441.61872	5.52694577151E7
2008.0	"ALSERIO"	176	1.0	2197	515839.24129992427	5069668.418569279	13006	6900.98528087	1992146.79689
2008.0	"ALTAMURA"	177	0.0	7031	1136602.460288097	4550712.3501393935	72004	129169.546712	4.31369965755E8
2008.0	"ALTARE"	178	1.0	4704	446842.3534873123	4908220.207624973	9005	21787.0543718	1.1296442918E7
2008.0	"ALTAVILLA IRPINA"	179	1.0	6771	986809.8710554987	4554961.7291570995	64002	17653.4751279	1.40831318911E7
2008.0	"ALTAVILLA MILICIA"	180	0.0	7512	901121.5229477918	4217675.001696125	82004	27035.3378186	2.37838583789E7
2008.0	"ALTAVILLA MONFERRATO"	181	1.0	1349	451024.7247101991	4981497.203941369	6007	23786.3912762	1.13280353755E7
2008.0	"ALTAVILLA SILENTINA"	182	0.0	6840	1018727.4829839802	4504428.057914136	65005	41048.3705306	5.2481708822E7
2008.0	"ALTAVILLA VICENTINA"	183	0.0	4260	693528.0141553886	5041971.213593644	24004	21013.7872665	1.67234069625E7
2008.0	"ALTIDONA"	184	1.0	5686	891469.485252167	4783802.325309822	109001	15993.8187805	1.29725192316E7
2008.0	"ALTILIA"	185	1.0	6413	1127638.355356295	4356045.459464519	78008	18488.1832694	1.05603665132E7
2008.0	"ALTINO"	186	1.0	5907	942306.5981376109	4675420.297364363	69001	21096.8120207	1.53301912805E7
2008.0	"ALTISSIMO"	187	1.0	4261	675169.57000029	5053736.865870126	24005	22562.7482973	1.50860666986E7
2008.0	"ALTIVOLE"	188	0.0	4246	729662.2204696989	5070515.254069919	26001	31139.1457679	2.19466758058E7
2008.0	"ALTO"	189	1.0	434	419248.3450468054	4885572.100766557	4005	14594.872849	7461610.36404
2008.0	"ALTOFONTE"	190	0.0	7513	879139.913194404	4218339.626340223	82005	33477.7436643	3.54355935516E7
2008.0	"ALTOMONTE"	191	1.0	6447	1115634.5243956512	4417465.85030125	78009	52434.1870098	6.57158925571E7
2008.0	"ALTOPASCIO"	192	0.0	5256	635354.968906736	4852968.44799368	46001	29714.3505817	2.85990972178E7
2008.0	"ALVIANO"	193	1.0	2433	769130.4203229008	4720363.884215094	55003	27962.7420675	2.38952072069E7
2008.0	"ALVIGNANO"	194	1.0	5495	949043.6096446853	4579605.3040695125	61003	34877.8544118	3.8126794174E7
2008.0	"ALVITO"	195	1.0	1534	895247.4208570883	4628448.765812225	60004	37440.8938803	5.17134477198E7
2008.0	"ALZANO LOMBARDO"	196	0.0	2630	555734.564557118	5066811.094969525	16008	22025.2122046	1.36843640034E7
2008.0	"ALZANO SCRIVIA"	197	1.0	1280	490470.57428309805	4984960.018916913	6008	11046.0526886	2126927.42828
2008.0	"ALZATE BRIANZA"	198	0.0	1768	514206.2157200751	5067531.647763265	13007	19839.6877081	7584700.45014
2008.0	"AMALFI"	199	0.0	6890	972300.887607793	4513187.483217813	65006	18225.1574368	5700144.03331
2008.0	"AMANDOLA"	200	0.0	5656	854644.3532221101	4768814.91082518	109002	51115.8825005	6.9493971218E7
2008.0	"AMANTEA"	201	0.0	6477	1113733.1188758982	4352121.43214015	78010	36080.3723258	2.94559742183E7
2008.0	"AMARO"	202	1.0	4526	815333.1817633341	5145599.8695152905	30002	25555.0022827	3.3261098661E7
2008.0	"AMARONI"	203	1.0	6864	1146844.0616032195	4320139.139284016	79003	18575.6733837	9882917.10318
2008.0	"AMASENO"	204	0.0	6044	861602.0390021406	4597876.245375095	60005	40200.2308482	7.77257607099E7
2008.0	"AMATO"	205	1.0	6629	1146010.1136866482	4337005.7597846715	79004	24766.7694368	2.09327968867E7
2008.0	"AMATRICE"	206	1.0	6056	852011.5364491809	4728250.522202479	57002	67295.1524087	1.74384871177E8
2008.0	"AMBIVERE"	207	1.0	2642	541927.1106411263	5063213.647355965	16009	9696.35218359	3275642.21896
2008.0	"AMBLAR"	208	1.0	3515	667434.4405978015	5139359.317456877	22004	22878.6720333	1.48494821739E7
2008.0	"AMEGLIA"	209	1.0	4916	577681.5122790801	4878798.943894659	11001	18737.1191485	1.41732407884E7
2008.0	"AMELIA"	210	0.0	2447	779418.4058605931	4717500.447695758	55004	63014.2485816	1.3249638653E8
2008.0	"AMENDOLARA"	211	1.0	6423	1145843.0580670487	4450508.0820190925	78011	37447.7523844	6.09083987264E7
2008.0	"AMENO"	212	1.0	317	457360.80295128096	5070654.065117344	3002	15072.3161614	9996499.2421
2008.0	"AMOROSI"	213	1.0	5858	958370.2139504153	4575674.885961451	62002	18035.9676001	1.12218477865E7
2008.0	"AMPEZZO"	214	1.0	4078	788227.6569201659	5147412.039611416	30003	56027.8361438	7.36274605242E7
2008.0	"ANACAPRI"	215	0.0	6241	941499.933974813	4501811.275595512	63004	13317.3759242	6466560.71546
2008.0	"ANAGNI"	216	0.0	5921	845029.787795609	4628520.708000245	60006	62974.3906924	1.12813533922E8
2008.0	"ANCARANO"	217	1.0	5805	888003.7196720844	4754042.318107497	67002	16550.9528117	1.39191859928E7
2008.0	"ANCONA"	218	0.0	4742	862725.3910199364	4834227.800209077	42002	88358.9407696	1.24868269386E8
2008.0	"ANDALI"	219	1.0	6601	1176576.2286015565	4344545.829866436	79005	30548.1359099	1.78675484291E7
2008.0	"ANDALO"	220	1.0	3498	654055.3823526106	5113944.1423021	22005	23711.3150095	1.13782775538E7
2008.0	"ANDALO VALTELLINO"	221	1.0	2805	536622.8370531818	5107104.1022428125	14003	18098.9267217	6774975.59881
2008.0	"ANDEZENO"	222	1.0	711	410699.8010194612	4987582.8028935725	1009	13092.648972	7486020.12584
2008.0	"ANDORA"	223	0.0	4618	429791.9434289767	4870155.563874058	9006	31841.970668	3.17986749072E7
2008.0	"ANDORNO MICCA"	224	0.0	2845	422438.07265451347	5054746.5186912995	96002	30309.234756	1.18868005911E7
2008.0	"ANDRANO"	225	0.0	7099	1300346.4023393714	4468039.986856477	75005	25191.4614028	1.57116039327E7
2008.0	"ANDRATE"	226	1.0	737	413033.78598981333	5044225.1314596785	1010	20138.0196934	9308548.89465
2008.0	"ANDREIS"	227	1.0	3762	779380.4214785977	5123742.321967926	93001	23765.229899	2.69501961755E7
2008.0	"ANDRETTA"	228	1.0	6772	1032677.8902264632	4551652.569995444	64003	29123.1586527	4.36484572285E7
2008.0	"ANDRIA"	229	0.0	1993	1107281.4808487305	4581522.320714655	110001	113682.727878	4.02882089915E8
2008.0	"ANDRIANO"	230	1.0	3921	671145.798413701	5154057.739262249	21002	12706.1778426	4891234.57615
2008.0	"ANELA"	231	1.0	7739	502677.794947518	4478071.022425376	90004	34338.7308434	3.6890217237E7
2008.0	"ANFO"	232	1.0	3059	615169.2843304074	5071178.174167675	17005	22142.8377403	2.38312919357E7
2008.0	"ANGERA"	233	0.0	568	468430.8953412797	5069222.6097556595	12003	26610.4582608	1.77260783137E7
2008.0	"ANGHIARI"	234	0.0	1183	743979.4109678569	4824993.288835637	51001	68176.7716994	1.30919158075E8
