NR.;CODICE UNIONE;REGIONE;PROVINCIA;DESCRIZIONE UNIONE DI COMUNI;DATA COSTITUZIONE;NR. COMUNI;COMUNI APPARTENENTI ALL'UNIONE;POP. UOMINI;POP. DONNE;POP. TOTALE
0;5190486030;SICILIA;MESSINA;UNIONE DEI COMUNI DEI NEBRODI;1-Gen-2004;3;;1.591;1.726;3.317
1;;;;;;;FRAZZANO';363;392;755
2;;;;;;;LONGI;757;805;1.562
3;;;;;;;MIRTO;471;529;1.000
0;5190486150;SICILIA;MESSINA;UNIONE DEI COMUNI VALLE DI MONTE SCUDERI;14-Gen-2010;2;;1.867;2.045;3.912
1;;;;;;;ITALA;797;866;1.663
2;;;;;;;SCALETTA ZANCLEA;1.070;1.179;2.249
0;5190486080;SICILIA;MESSINA;UNIONE DEI NEBRODI;1-Gen-2006;6;;20.091;22.291;42.382
1;;;;;;;CAPO D'ORLANDO;6.239;7.021;13.260
2;;;;;;;CARONIA;1.629;1.834;3.463
3;;;;;;;SAN FRATELLO;1.916;2.026;3.942
4;;;;;;;SANT'AGATA DI MILITELLO;6.060;6.743;12.803
5;;;;;;;SANTO STEFANO DI CAMASTRA;2.185;2.489;4.674
6;;;;;;;TORRENOVA;2.062;2.178;4.240
0;5190486020;SICILIA;MESSINA;UNIONE VALLE DEL PATRI';1-Gen-2004;2;;1.753;1.885;3.638
1;;;;;;;CASTROREALE;1.221;1.327;2.548
2;;;;;;;FONDACHELLI-FANTINA;532;558;1.090
0;5190486010;SICILIA;MESSINA;VALLE DEI NEBRODI;1-Gen-2003;3;;6.173;6.648;12.821
1;;;;;;;CASTELL'UMBERTO;1.561;1.734;3.295
2;;;;;;;GALATI MAMERTINO;1.299;1.495;2.794
3;;;;;;;TORTORICI;3.313;3.419;6.732
0;5190486140;SICILIA;MESSINA;VALLE DEL TIRRENO;29-Set-2010;5;;6.383;6.905;13.288
1;;;;;;;CONDRO';232;249;481
2;;;;;;;MONFORTE SAN GIORGIO;1.378;1.502;2.880
3;;;;;;;ROCCAVALDINA;559;590;1.149
4;;;;;;;TORREGROTTA;3.554;3.872;7.426
5;;;;;;;VALDINA;660;692;1.352
0;5190556020;SICILIA;PALERMO;BASSA VALLE DEL TORTO;1-Gen-2002;2;;4.002;4.176;8.178
1;;;;;;;CERDA;2.636;2.755;5.391
2;;;;;;;SCIARA;1.366;1.421;2.787
0;5190556140;SICILIA;PALERMO;BESA;1-Gen-2005;3;;4.245;4.555;8.800
1;;;;;;;CONTESSA ENTELLINA;916;949;1.865
2;;;;;;;PIANA DEGLI ALBANESI;2.867;3.143;6.010
3;;;;;;;SANTA CRISTINA GELA;462;463;925
0;5190556220;SICILIA;PALERMO;CIMINNA E VENTIMIGLIA DI SICILIA SAN LEONARDO;1-Gen-2009;2;;2.872;3.053;5.925
1;;;;;;;CIMINNA;1.849;1.996;3.845
2;;;;;;;VENTIMIGLIA DI SICILIA;1.023;1.057;2.080
0;5190556050;SICILIA;PALERMO;CORLEONESE;1-Gen-2002;2;;6.127;6.491;12.618
1;;;;;;;CAMPOFIORITO;650;682;1.332
2;;;;;;;CORLEONE;5.477;5.809;11.286
0;5190556090;SICILIA;PALERMO;CORVO ELEUTERIO;1-Gen-2003;2;;11.039;11.329;22.368
1;;;;;;;CASTELDACCIA;5.351;5.533;10.884
2;;;;;;;FICARAZZI;5.688;5.796;11.484
0;5190556070;SICILIA;PALERMO;DEL GOLFO;1-Gen-2003;2;;8.934;8.855;17.789
1;;;;;;;ALTAVILLA MILICIA;3.705;3.724;7.429
2;;;;;;;TRABIA;5.229;5.131;10.360
0;5190556080;SICILIA;PALERMO;DELLA BARONIA;1-Gen-2003;2;;18.792;19.147;37.939
1;;;;;;;CARINI;17.655;18.026;35.681
2;;;;;;;GIARDINELLO;1.137;1.121;2.258
0;5190556120;SICILIA;PALERMO;DELLE TORRI TRA MARE E MONTI;1-Gen-2004;3;;10.995;11.276;22.271
1;;;;;;;CAPACI;5.422;5.608;11.030
2;;;;;;;ISOLA DELLE FEMMINE;3.559;3.541;7.100
3;;;;;;;TORRETTA;2.014;2.127;4.141
0;5190556040;SICILIA;PALERMO;LE QUATTRO TERRE;1-Gen-2002;2;;10.532;10.883;21.415
1;;;;;;;ALTOFONTE;5.016;5.250;10.266
2;;;;;;;BELMONTE MEZZAGNO;5.516;5.633;11.149
0;5190556010;SICILIA;PALERMO;MONREALE - JETAS;1-Gen-2002;4;;27.157;28.298;55.455
1;;;;;;;CAMPOREALE;1.683;1.765;3.448
2;;;;;;;MONREALE;18.743;19.275;38.018
3;;;;;;;SAN CIPIRELLO;2.639;2.839;5.478
4;;;;;;;SAN GIUSEPPE JATO;4.092;4.419;8.511
0;5190556130;SICILIA;PALERMO;MONTELEPRE-BORGETTO;1-Gen-2005;2;;6.571;6.871;13.442
1;;;;;;;BORGETTO;3.451;3.570;7.021
2;;;;;;;MONTELEPRE;3.120;3.301;6.421
0;5190556240;SICILIA;PALERMO;UNIONE DEI COMUNI PORTE DEL PARCO DELLE MADONIE;11-Ott-2011;1;;1.739;1.868;3.607
1;;;;;;;POLIZZI GENEROSA;1.739;1.868;3.607
0;5190556200;SICILIA;PALERMO;UNIONE DEI COMUNI RE.AL. IMERA;1-Gen-2009;1;;1.032;1.107;2.139
1;;;;;;;RESUTTANO;1.032;1.107;2.139
0;5190556150;SICILIA;PALERMO;UNIONE DEI COMUNI VAL D'HIMERA SETTENTRIONALE;1-Gen-2006;3;;2.558;2.690;5.248
1;;;;;;;CALTAVUTURO;2.025;2.146;4.171
2;;;;;;;SCILLATO;308;319;627
3;;;;;;;SCLAFANI BAGNI;225;225;450
0;5190556190;SICILIA;PALERMO;UNIONE MADONIE;1-Gen-2009;16;;26.749;28.860;55.609
1;;;;;;;ALIMENA;998;1.154;2.152
2;;;;;;;ALIMINUSA;645;646;1.291
3;;;;;;;BLUFI;507;576;1.083
4;;;;;;;BOMPIETRO;672;802;1.474
5;;;;;;;CACCAMO;4.054;4.241;8.295
6;;;;;;;CASTELBUONO;4.437;4.724;9.161
7;;;;;;;CASTELLANA SICULA;1.693;1.856;3.549
8;;;;;;;COLLESANO;1.968;2.127;4.095
9;;;;;;;GANGI;3.390;3.673;7.063
10;;;;;;;GRATTERI;479;540;1.019
11;;;;;;;ISNELLO;751;847;1.598
12;;;;;;;MONTEMAGGIORE BELSITO;1.712;1.854;3.566
13;;;;;;;PETRALIA SOPRANA;1.682;1.761;3.443
14;;;;;;;PETRALIA SOTTANA;1.378;1.597;2.975
15;;;;;;;POLLINA;1.483;1.515;2.998
16;;;;;;;SAN MAURO CASTELVERDE;900;947;1.847
0;5190556160;SICILIA;PALERMO;UNIONE PIZZO MARABITO;1-Gen-2007;3;;2.725;2.857;5.582
1;;;;;;;BAUCINA;999;1.015;2.014
2;;;;;;;CAMPOFELICE DI FITALIA;270;278;548
3;;;;;;;MEZZOJUSO;1.456;1.564;3.020
0;5190556210;SICILIA;PALERMO;UNIONI DALLE TERME ARABE AD OLTRE ALPE  CUCCO;1-Gen-2010;2;;1.058;1.102;2.160
1;;;;;;;CEFALA' DIANA;489;518;1.007
2;;;;;;;GODRANO;569;584;1.153
0;5190556030;SICILIA;PALERMO;VALLE DEL SOSIO;1-Gen-2002;5;;8.174;8.926;17.100
1;;;;;;;BISACQUINO;2.311;2.518;4.829
2;;;;;;;CHIUSA SCLAFANI;1.370;1.587;2.957
3;;;;;;;GIULIANA;1.012;1.020;2.032
4;;;;;;;PALAZZO ADRIANO;1.050;1.177;2.227
5;;;;;;;PRIZZI;2.431;2.624;5.055
0;5190556060;SICILIA;PALERMO;VALLE DEL TORTO E DEI FEUDI;1-Gen-2002;6;;11.058;12.187;23.245
1;;;;;;;ALIA;1.802;2.004;3.806
2;;;;;;;CASTRONOVO DI SICILIA;1.523;1.652;3.175
3;;;;;;;LERCARA FRIDDI;3.276;3.659;6.935
4;;;;;;;ROCCAPALUMBA;1.263;1.371;2.634
5;;;;;;;VALLEDOLMO;1.784;1.963;3.747
6;;;;;;;VICARI;1.410;1.538;2.948
0;5190656010;SICILIA;RAGUSA;UNIONE IBLEIDE;1-Gen-2011;3;;7.150;7.400;14.550
1;;;;;;;CHIARAMONTE GULFI;4.073;4.151;8.224
2;;;;;;;GIARRATANA;1.522;1.621;3.143
3;;;;;;;MONTEROSSO ALMO;1.555;1.628;3.183
0;5190766050;SICILIA;SIRACUSA;UNIONE DEI MONTI CLIMITI;20-Ott-2010;2;;15.133;15.405;30.538
1;;;;;;;FLORIDIA;11.245;11.440;22.685
2;;;;;;;SOLARINO;3.888;3.965;7.853
0;5190766030;SICILIA;SIRACUSA;UNIONE TERRE DELLE ACQUE;1-Gen-2010;2;;7.750;8.220;15.970
1;;;;;;;FRANCOFONTE;6.261;6.662;12.923
2;;;;;;;LICODIA EUBEA;1.489;1.558;3.047
0;5190766010;SICILIA;SIRACUSA;VALLE DEGLI IBLEI;1-Gen-2003;6;;11.002;11.949;22.951
1;;;;;;;BUCCHERI;1.011;1.122;2.133
2;;;;;;;BUSCEMI;559;569;1.128
3;;;;;;;CANICATTINI BAGNI;3.438;3.748;7.186
4;;;;;;;CASSARO;394;419;813
5;;;;;;;FERLA;1.246;1.354;2.600
6;;;;;;;PALAZZOLO ACREIDE;4.354;4.737;9.091
0;5190826010;SICILIA;TRAPANI;UNIONE DEI COMUNI ELIMO ERICINI;1-Gen-2004;6;;24.658;26.221;50.879
1;;;;;;;BUSETO PALIZZOLO;1.412;1.619;3.031
2;;;;;;;CASTELLAMMARE DEL GOLFO;7.056;7.547;14.603
3;;;;;;;CUSTONACI;2.661;2.731;5.392
4;;;;;;;PACECO;5.553;5.934;11.487
5;;;;;;;SAN VITO LO CAPO;2.168;2.247;4.415
6;;;;;;;VALDERICE;5.808;6.143;11.951
0;5190826020;SICILIA;TRAPANI;VALLE DEL BELICE;1-Gen-2004;5;;11.258;12.210;23.468
1;;;;;;;GIBELLINA;2.017;2.247;4.264
2;;;;;;;PARTANNA;5.205;5.649;10.854
3;;;;;;;POGGIOREALE;770;764;1.534
4;;;;;;;SALAPARUTA;805;916;1.721
5;;;;;;;SANTA NINFA;2.461;2.634;5.095
0;3090056020;TOSCANA;AREZZO;UNIONE DEI COMUNI MONTANI DEL CASENTINO;29-Nov-2011;8;;8.780;8.969;17.749
1;;;;;;;CASTEL FOCOGNANO;1.599;1.640;3.239
2;;;;;;;CASTEL SAN NICCOLO';1.351;1.388;2.739
3;;;;;;;CHITIGNANO;454;479;933
4;;;;;;;CHIUSI DELLA VERNA;1.008;1.050;2.058
5;;;;;;;MONTEMIGNAIO;279;297;576
6;;;;;;;ORTIGNANO RAGGIOLO;440;438;878
7;;;;;;;POPPI;3.072;3.124;6.196
8;;;;;;;TALLA;577;553;1.130
0;3090056010;TOSCANA;AREZZO;UNIONE DEI COMUNI PRATOMAGNO;1-Gen-2009;3;;8.769;8.859;17.628
1;;;;;;;CASTELFRANCO PIANDISCO';4.748;4.770;9.518
2;;;;;;;CASTIGLION FIBOCCHI;1.104;1.114;2.218
3;;;;;;;LORO CIUFFENNA;2.917;2.975;5.892
0;3090056030;TOSCANA;AREZZO;UNIONE MONTANA DEI COMUNI DELLA VALTIBERINA TOSCANA;23-Dic-2011;6;;13.409;14.221;27.630
1;;;;;;;ANGHIARI;2.762;2.910;5.672
2;;;;;;;BADIA TEDALDA;563;528;1.091
3;;;;;;;CAPRESE MICHELANGELO;739;777;1.516
4;;;;;;;MONTERCHI;895;927;1.822
5;;;;;;;SANSEPOLCRO;7.735;8.373;16.108
6;;;;;;;SESTINO;715;706;1.421
0;3090306060;TOSCANA;FIRENZE;CIRCONDARIO EMPOLESE VALDELSA;1-Gen-2012;11;;82.309;87.732;170.041
1;;;;;;;CAPRAIA E LIMITE;3.639;3.659;7.298
2;;;;;;;CASTELFIORENTINO;8.485;9.004;17.489
3;;;;;;;CERRETO GUIDI;5.026;5.338;10.364
4;;;;;;;CERTALDO;7.747;8.188;15.935
5;;;;;;;EMPOLI;22.092;24.449;46.541
6;;;;;;;FUCECCHIO;11.105;11.680;22.785
7;;;;;;;GAMBASSI TERME;2.395;2.505;4.900
8;;;;;;;MONTAIONE;1.843;1.933;3.776
9;;;;;;;MONTELUPO FIORENTINO;6.634;7.019;13.653
10;;;;;;;MONTESPERTOLI;6.494;6.701;13.195
11;;;;;;;VINCI;6.849;7.256;14.105
0;3090306010;TOSCANA;FIRENZE;UNIONE DEI COMUNI VALDARNO E VALDISIEVE;1-Gen-2010;7;;30.850;32.304;63.154
1;;;;;;;LONDA;926;901;1.827
2;;;;;;;PELAGO;3.636;3.873;7.509
3;;;;;;;PONTASSIEVE;9.922;10.607;20.529
4;;;;;;;REGGELLO;7.906;8.170;16.076
5;;;;;;;RIGNANO SULL'ARNO;4.194;4.406;8.600
6;;;;;;;RUFINA;3.636;3.746;7.382
7;;;;;;;SAN GODENZO;630;601;1.231
0;3090306040;TOSCANA;FIRENZE;UNIONE MONTANA DEI COMUNI   DEL MUGELLO;1-Gen-2012;7;;25.193;26.182;51.375
1;;;;;;;BARBERINO DI MUGELLO;5.148;5.313;10.461
2;;;;;;;BORGO SAN LORENZO;8.584;9.270;17.854
3;;;;;;;DICOMANO;2.812;2.858;5.670
4;;;;;;;FIRENZUOLA;2.405;2.423;4.828
5;;;;;;;MARRADI;1.612;1.645;3.257
6;;;;;;;PALAZZUOLO SUL SENIO;596;592;1.188
7;;;;;;;VICCHIO;4.036;4.081;8.117
0;3090366010;TOSCANA;GROSSETO;UNIONE DEI COMUNI MONTANI AMIATA GROSSETANA;20-Set-2011;8;;9.371;9.825;19.196
1;;;;;;;ARCIDOSSO;2.110;2.203;4.313
2;;;;;;;CASTEL DEL PIANO;2.255;2.416;4.671
3;;;;;;;CASTELL'AZZARA;763;838;1.601
4;;;;;;;CINIGIANO;1.325;1.337;2.662
5;;;;;;;ROCCALBEGNA;554;545;1.099
6;;;;;;;SANTA FIORA;1.325;1.377;2.702
7;;;;;;;SEGGIANO;493;511;1.004
8;;;;;;;SEMPRONIANO;546;598;1.144
0;3090366020;TOSCANA;GROSSETO;UNIONE DEI COMUNI MONTANI COLLINE DEL FIORA;1-Gen-2012;3;;7.095;7.630;14.725
1;;;;;;;MANCIANO;3.493;3.766;7.259
2;;;;;;;PITIGLIANO;1.856;2.014;3.870
3;;;;;;;SORANO;1.746;1.850;3.596
0;3090366030;TOSCANA;GROSSETO;UNIONE DI COMUNI MONTANA COLLINE METALLIFERE;1-Gen-2012;3;;5.330;5.845;11.175
1;;;;;;;MASSA MARITTIMA;4.052;4.562;8.614
2;;;;;;;MONTEROTONDO MARITTIMO;720;694;1.414
3;;;;;;;MONTIERI;558;589;1.147
0;3090436030;TOSCANA;LUCCA;UNIONE COMUNI GARFAGNANA;11-Gen-2012;11;;9.945;10.333;20.278
1;;;;;;;CAMPORGIANO;1.127;1.158;2.285
2;;;;;;;CAREGGINE;291;293;584
3;;;;;;;CASTIGLIONE DI GARFAGNANA;929;931;1.860
4;;;;;;;FOSCIANDORA;304;317;621
5;;;;;;;GALLICANO;1.911;1.971;3.882
6;;;;;;;MINUCCIANO;1.076;1.145;2.221
7;;;;;;;MOLAZZANA;552;575;1.127
8;;;;;;;PIAZZA AL SERCHIO;1.194;1.264;2.458
9;;;;;;;PIEVE FOSCIANA;1.203;1.215;2.418
10;;;;;;;SAN ROMANO IN GARFAGNANA;705;754;1.459
11;;;;;;;VILLA COLLEMANDINA;653;710;1.363
0;3090436010;TOSCANA;LUCCA;UNIONE DEI COMUNI DELLA VERSILIA;1-Gen-2009;5;;37.720;40.909;78.629
1;;;;;;;CAMAIORE;15.422;16.661;32.083
2;;;;;;;FORTE DEI MARMI;3.472;4.188;7.660
3;;;;;;;MASSAROSA;10.930;11.400;22.330
4;;;;;;;SERAVEZZA;6.280;6.958;13.238
5;;;;;;;STAZZEMA;1.616;1.702;3.318
0;3090436020;TOSCANA;LUCCA;UNIONE DEI COMUNI MEDIA VALLE DEL SERCHIO;1-Gen-2012;3;;10.997;11.587;22.584
1;;;;;;;BARGA;4.943;5.182;10.125
2;;;;;;;BORGO A MOZZANO;3.521;3.706;7.227
3;;;;;;;COREGLIA ANTELMINELLI;2.533;2.699;5.232
0;3090466010;TOSCANA;MASSA-CARRARA;UNIONE DI COMUNI MONTANA LUNIGIANA;1-Gen-2012;13;;23.315;24.931;48.246
1;;;;;;;AULLA;5.417;5.867;11.284
2;;;;;;;BAGNONE;935;991;1.926
3;;;;;;;CASOLA IN LUNIGIANA;476;527;1.003
4;;;;;;;COMANO;354;401;755
5;;;;;;;FILATTIERA;1.123;1.238;2.361
6;;;;;;;FIVIZZANO;3.950;4.317;8.267
7;;;;;;;FOSDINOVO;2.398;2.573;4.971
8;;;;;;;LICCIANA NARDI;2.426;2.529;4.955
9;;;;;;;MULAZZO;1.265;1.301;2.566
10;;;;;;;PODENZANA;1.065;1.077;2.142
11;;;;;;;TRESANA;1.010;1.075;2.085
12;;;;;;;VILLAFRANCA IN LUNIGIANA;2.319;2.411;4.730
13;;;;;;;ZERI;577;624;1.201
0;3090626040;TOSCANA;PISA;PARCO ALTAVALDERA;17-Giu-2016;4;;5.976;6.307;12.283
1;;;;;;;CHIANNI;701;756;1.457
2;;;;;;;LAJATICO;672;704;1.376
3;;;;;;;PECCIOLI;2.398;2.541;4.939
4;;;;;;;TERRICCIOLA;2.205;2.306;4.511
0;3090626030;TOSCANA;PISA;UNIONE COLLI MARITTIMI PISANI;1-Gen-2012;3;;2.771;2.803;5.574
1;;;;;;;CASTELLINA MARITTIMA;993;992;1.985
2;;;;;;;MONTESCUDAIO;971;987;1.958
3;;;;;;;RIPARBELLA;807;824;1.631
0;3090626020;TOSCANA;PISA;UNIONE MONTANA ALTA VAL DI CECINA;1-Gen-2012;3;;4.162;4.281;8.443
1;;;;;;;MONTECATINI VAL DI CECINA;909;911;1.820
2;;;;;;;MONTEVERDI MARITTIMO;402;376;778
3;;;;;;;POMARANCE;2.851;2.994;5.845
0;3090626010;TOSCANA;PISA;UNIONE VALDERA;1-Gen-2009;9;;50.893;53.626;104.519
1;;;;;;;BIENTINA;3.760;4.006;7.766
2;;;;;;;BUTI;2.812;2.961;5.773
3;;;;;;;CALCINAIA;5.695;5.989;11.684
4;;;;;;;CAPANNOLI;3.020;3.193;6.213
5;;;;;;;CASCIANA TERME LARI;6.027;6.339;12.366
6;;;;;;;PALAIA;2.190;2.382;4.572
7;;;;;;;PONSACCO;7.438;7.799;15.237
8;;;;;;;PONTEDERA;13.598;14.463;28.061
9;;;;;;;SANTA MARIA A MONTE;6.353;6.494;12.847
0;3090636010;TOSCANA;PISTOIA;UNIONI DI COMUNI MONTANI APPENNINO PISTOIESE;1-Gen-2013;4;;17.072;17.926;34.998
1;;;;;;;MARLIANA;1.586;1.615;3.201
2;;;;;;;MONTALE;5.211;5.471;10.682
3;;;;;;;PESCIA;9.426;10.009;19.435
4;;;;;;;SAMBUCA PISTOIESE;849;831;1.680
0;3091006010;TOSCANA;PRATO;UNIONE DEI COMUNI VAL DI BISENZIO;1-Gen-2012;3;;9.230;9.705;18.935
1;;;;;;;CANTAGALLO;1.543;1.559;3.102
2;;;;;;;VAIANO;4.772;5.049;9.821
3;;;;;;;VERNIO;2.915;3.097;6.012
0;3090756030;TOSCANA;SIENA;UNIONE DEI COMUNI AMIATA VAL D'ORCIA;1-Gen-2012;5;;8.146;8.871;17.017
1;;;;;;;ABBADIA SAN SALVATORE;3.082;3.475;6.557
2;;;;;;;CASTIGLIONE D'ORCIA;1.164;1.289;2.453
3;;;;;;;PIANCASTAGNAIO;2.017;2.159;4.176
4;;;;;;;RADICOFANI;575;576;1.151
5;;;;;;;SAN QUIRICO D'ORCIA;1.308;1.372;2.680
0;3090756020;TOSCANA;SIENA;UNIONE DEI COMUNI VAL DI MERSE;1-Gen-2009;5;;8.083;8.553;16.636
1;;;;;;;CHIUSDINO;913;964;1.877
2;;;;;;;MONTICIANO;740;765;1.505
3;;;;;;;MURLO;1.200;1.188;2.388
4;;;;;;;RADICONDOLI;458;473;931
5;;;;;;;SOVICILLE;4.772;5.163;9.935
0;3090756010;TOSCANA;SIENA;UNIONE DEI COMUNI VALDICHIANA SENESE;1-Gen-2009;9;;28.943;31.583;60.526
1;;;;;;;CETONA;1.365;1.480;2.845
2;;;;;;;CHIANCIANO TERME;3.267;3.791;7.058
3;;;;;;;CHIUSI;4.192;4.644;8.836
4;;;;;;;MONTEPULCIANO;6.838;7.399;14.237
5;;;;;;;SAN CASCIANO DEI BAGNI;800;837;1.637
6;;;;;;;SARTEANO;2.205;2.536;4.741
7;;;;;;;SINALUNGA;6.019;6.457;12.476
8;;;;;;;TORRITA DI SIENA;3.599;3.758;7.357
9;;;;;;;TREQUANDA;658;681;1.339
0;2040836040;TRENTINO-ALTO ADIGE;TRENTO;UNIONE DELL'ALTA ANAUNIA;18-Nov-2013;4;;1.768;1.783;3.551
1;;;;;;;CAVARENO;516;521;1.037
2;;;;;;;ROMENO;685;689;1.374
3;;;;;;;RONZONE;196;195;391
4;;;;;;;SARNONICO;371;378;749
0;2040836020;TRENTINO-ALTO ADIGE;TRENTO;UNIONE DELL'ALTO PRIMIERO;1-Gen-2003;1;;90;93;183
1;;;;;;;SAGRON MIS;90;93;183
0;3100586010;UMBRIA;PERUGIA;TERRE DELL'OLIO E DEL SAGRANTINO;1-Gen-2001;8;;19.217;19.818;39.035
1;;;;;;;BEVAGNA;2.592;2.682;5.274
2;;;;;;;CAMPELLO SUL CLITUNNO;1.240;1.260;2.500
3;;;;;;;CASTEL RITALDI;1.608;1.711;3.319
4;;;;;;;GIANO DELL'UMBRIA;1.889;1.927;3.816
5;;;;;;;GUALDO CATTANEO;3.140;3.138;6.278
6;;;;;;;MASSA MARTANA;1.898;1.924;3.822
7;;;;;;;MONTEFALCO;2.780;2.911;5.691
8;;;;;;;TREVI;4.070;4.265;8.335
0;3100586020;UMBRIA;PERUGIA;UNIONE DEI COMUNI DEL TRASIMENO;14-Lug-2016;8;;27.968;29.733;57.701
1;;;;;;;CASTIGLIONE DEL LAGO;7.513;7.909;15.422
2;;;;;;;CITTA' DELLA PIEVE;3.725;4.078;7.803
3;;;;;;;MAGIONE;7.118;7.471;14.589
4;;;;;;;PACIANO;479;503;982
5;;;;;;;PANICALE;2.790;2.944;5.734
6;;;;;;;PASSIGNANO SUL TRASIMENO;2.670;2.852;5.522
7;;;;;;;PIEGARO;1.821;1.978;3.799
8;;;;;;;TUORO SUL TRASIMENO;1.852;1.998;3.850
0;1020046020;VALLE D'AOSTA;AOSTA;UNITE' DES COMMUNES VALDOTAINES    GRAND-PARADIS;31-Dic-2014;13;;7.784;7.828;15.612
1;;;;;;;ARVIER;452;440;892
2;;;;;;;AVISE;170;178;348
3;;;;;;;AYMAVILLES;1.025;1.047;2.072
4;;;;;;;COGNE;721;732;1.453
5;;;;;;;INTROD;314;318;632
6;;;;;;;RHEMES-NOTRE-DAME;69;45;114
7;;;;;;;RHEMES-SAINT-GEORGES;97;99;196
8;;;;;;;SAINT-NICOLAS;158;157;315
9;;;;;;;SAINT-PIERRE;1.556;1.556;3.112
10;;;;;;;SARRE;2.394;2.463;4.857
11;;;;;;;VALGRISENCHE;104;94;198
12;;;;;;;VALSAVARENCHE;90;97;187
13;;;;;;;VILLENEUVE;634;602;1.236
0;1020046070;VALLE D'AOSTA;AOSTA;UNITE' DES COMMUNES VALDOTAINES    MONT-ROSE;31-Dic-2014;9;;4.792;5.097;9.889
1;;;;;;;BARD;59;66;125
2;;;;;;;CHAMPORCHER;197;201;398
3;;;;;;;DONNAS;1.253;1.371;2.624
4;;;;;;;FONTAINEMORE;229;220;449
5;;;;;;;HONE;560;615;1.175
6;;;;;;;LILLIANES;222;243;465
7;;;;;;;PERLOZ;223;230;453
8;;;;;;;PONT-SAINT-MARTIN;1.952;2.053;4.005
9;;;;;;;PONTBOSET;97;98;195
0;1020046080;VALLE D'AOSTA;AOSTA;UNITE' DES COMMUNES VALDOTAINES    WALSER;31-Dic-2014;4;;987;1.047;2.034
1;;;;;;;GABY;238;249;487
2;;;;;;;GRESSONEY-LA-TRINITE';142;169;311
3;;;;;;;GRESSONEY-SAINT-JEAN;398;416;814
4;;;;;;;ISSIME;209;213;422
0;1020046050;VALLE D'AOSTA;AOSTA;UNITE' DES COMMUNES VALDOTAINES   MONT-CERVIN;31-Dic-2014;12;;8.355;8.451;16.806
1;;;;;;;ANTEY-SAINT-ANDRE';307;319;626
2;;;;;;;CHAMBAVE;472;467;939
3;;;;;;;CHAMOIS;45;49;94
4;;;;;;;CHATILLON;2.404;2.542;4.946
5;;;;;;;EMARESE;122;106;228
6;;;;;;;LA MAGDELEINE;60;51;111
7;;;;;;;PONTEY;405;413;818
8;;;;;;;SAINT-DENIS;197;185;382
9;;;;;;;SAINT-VINCENT;2.272;2.382;4.654
10;;;;;;;TORGNON;267;250;517
11;;;;;;;VALTOURNENCHE;1.119;1.028;2.147
12;;;;;;;VERRAYES;685;659;1.344
0;1020046040;VALLE D'AOSTA;AOSTA;UNITE' DES COMMUNES VALDOTAINES   MONT-EMILIUS;31-Dic-2014;10;;11.131;11.166;22.297
1;;;;;;;BRISSOGNE;508;475;983
2;;;;;;;CHARVENSOD;1.252;1.255;2.507
3;;;;;;;FENIS;885;881;1.766
4;;;;;;;GRESSAN;1.654;1.652;3.306
5;;;;;;;JOVENCAN;387;371;758
6;;;;;;;NUS;1.446;1.497;2.943
7;;;;;;;POLLEIN;767;764;1.531
8;;;;;;;QUART;1.956;1.916;3.872
9;;;;;;;SAINT-CHRISTOPHE;1.646;1.710;3.356
10;;;;;;;SAINT-MARCEL;630;645;1.275
0;1020046060;VALLE D'AOSTA;AOSTA;UNITE' DES COMMUNES VALDOTAINES  EVANCON;31-Dic-2014;9;;5.665;5.847;11.512
1;;;;;;;ARNAD;611;683;1.294
2;;;;;;;AYAS;685;674;1.359
3;;;;;;;BRUSSON;407;445;852
4;;;;;;;CHALLAND-SAINT-ANSELME;379;377;756
5;;;;;;;CHALLAND-SAINT-VICTOR;309;302;611
6;;;;;;;CHAMPDEPRAZ;337;365;702
7;;;;;;;ISSOGNE;677;719;1.396
8;;;;;;;MONTJOVET;944;887;1.831
9;;;;;;;VERRES;1.316;1.395;2.711
0;1020046030;VALLE D'AOSTA;AOSTA;UNITE' DES COMMUNES VALDOTAINES GRAND-COMBIN;31-Dic-2014;11;;2.944;2.867;5.811
1;;;;;;;ALLEIN;124;124;248
2;;;;;;;BIONAZ;124;110;234
3;;;;;;;DOUES;233;244;477
4;;;;;;;ETROUBLES;251;245;496
5;;;;;;;GIGNOD;833;859;1.692
6;;;;;;;OLLOMONT;83;75;158
7;;;;;;;OYACE;125;100;225
8;;;;;;;ROISAN;520;522;1.042
9;;;;;;;SAINT-OYEN;103;114;217
10;;;;;;;SAINT-RHEMY-EN-BOSSES;201;166;367
11;;;;;;;VALPELLINE;347;308;655
0;1020046010;VALLE D'AOSTA;AOSTA;UNITE' DES COMMUNES VALDOTAINES VALDIGNE-MONT-BLANC;31-Dic-2014;5;;4.340;4.403;8.743
1;;;;;;;COURMAYEUR;1.405;1.410;2.815
2;;;;;;;LA SALLE;1.025;1.046;2.071
3;;;;;;;LA THUILE;385;391;776
4;;;;;;;MORGEX;1.004;1.065;2.069
5;;;;;;;PRE'-SAINT-DIDIER;521;491;1.012
0;2050106010;VENETO;BELLUNO;BASSOFELTRINO - SETTE VILLE;1-Gen-2000;2;;3.096;3.168;6.264
1;;;;;;;ALANO DI PIAVE;1.446;1.480;2.926
2;;;;;;;QUERO VAS;1.650;1.688;3.338
0;2050106030;VENETO;BELLUNO;CADORE LONGARONESE ZOLDO;1-Gen-2014;3;;498;511;1.009
